ItemId,Eas,Specification,LocalDescription,Outlet,Address,CollDay,Active,Dec-08,Mar-09,Jun-09,Sep-09,Dec-09,Mar-10,Jun-10,Sep-10,Dec-10,Mar-11,Jun-11,Sep-11,Dec-11,Mar-12,Jun-12,Sep-12,Dec-12,Mar-13,Jun-13,Sep-13,Dec-13,Mar-14,Jun-14,Sep-14,Dec-14,Mar-15,Jun-15,Sep-15,Dec-15,Mar-16,Jun-16,Sep-16,Dec-16,Mar-17,Jun-17,Sep-17,Dec-17,Mar-18,Jun-18,Sep-18,Dec-18,Mar-19,Jun-19,Sep-19,Dec-19,Mar-20,Jun-20
196,Grapes,"Grapes, bunch, per Kg","Grappes ""raisin Asrtd, 1Kg, Australia",Au Bon Marche Manples, ,0,Y,1,1,,,1,1,1,,,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
197,Grapes,"Grapes, bunch, per Kg","Grappes, 1Kg, Australia",Traverso, ,0,Y,1,1,1,1,,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,1,,1,,1,,,,,,1,1,1,
198,Pears,"Pears, loose, per Kg","Pears, 1Kg, Australia",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,
199,Pears,"Pears, loose, per Kg","Pears, 1Kg, Australia",Au Bon Marche Manples, ,0,Y,1,1,,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,,
200,Pears,"Pears, loose, per Kg","Pears, 1Kg, Australia",Traverso, ,0,Y,1,1,1,1,1,1,,,1,1,,1,1,,1,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,,1,1,,1,1,1,,
201,"Banana, eating","Banana, eating, bunch, per Kg","Ripe banana, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,1,1,,,,,,,,,1,1,,,1,,1,,1,1,1,,
202,"Banana, eating","Banana, eating, bunch, per Kg","Ripe banana, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,1,1,,1,1,1,,,1,,1,,,,,,,1,1,1,,,,,,,,,1,1,,,,,,,,,,,,,
203,"Banana, eating","Banana, eating, bunch, per Kg","Ripe banana, 1Kg, local",Traverso, ,0,Y,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1.2,1.2,,,,,,,,,,,1.07,,,1,,
204,"Banana, eating","Banana, eating, bunch, per Kg","Ripe banana, local, 5medium size bunch, about 150-200vt",Market House, ,0,Y,1.8,2.6,2.1,2.5,2.6,2.4,4,5.2,6.2,2.2,4.2,,4,4,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.92,3.92,3.92,3.06,3.06,1.95,,,2.6,2.6,,3.92,7.72,,6.28,,8.66,5.12,6.78,7.75,11.24,,6.78,,4.24,
205,Pawpaw,"Pawpaws, loose, per Kg","Pawpaw, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,1,1,1,
206,Pawpaw,"Pawpaws, loose, per Kg","Pawpaw, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Pawpaw,"Pawpaws, loose, per Kg","Pawpaw, 1Kg, local",Traverso, ,0,Y,1,1,,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
208,Pawpaw,"Pawpaws, loose, per Kg","Pawpaw, local, 5 medium size, yellow, 100-150vt",Market House, ,0,Y,1.9,1.4,1.9,1.9,4.5,4.5,4.2,2.5,4.6,4.8,3.1,2,2,2,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.87,3.87,3.87,3.18,3.18,,,,,,,3.87,6.88,11.21,7.09,,7.06,4.15,5.43,9.15,5.49,,5.43,,7.53,
209,Rock melon,"Rock melon, loose, per Kg","Rock melon, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,1,1,1,1,1,,,,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,,,,,,,1,,,
210,Rock melon,"Rock melon, loose, per Kg","Rock melon, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,1,,,1,,,,,,,,,,
211,Rock melon,"Rock melon, loose, per Kg","Rock melon, 1Kg, local",Traverso, ,0,Y,1,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Rock melon,"Rock melon, loose, per Kg","Water melon, local, 5 medium size, red, 500-600vt",Market House, ,0,Y,1,1,,1,1,1,,,10,,,,,,,,,,,,,,,,11.71,11.71,11.35,22.25,22.25,25.6,25.6,22.25,,25.9,31,18.1,,25.8,,,43.5,,,,,33.2,
213,Green coconut,"Green coconut, piece, per Kg","Green coconut, 1pc, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,,0.638,0.721,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,
214,Green coconut,"Green coconut, piece, per Kg","Green coconut, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Green coconut,"Green coconut, piece, per Kg","Green coconut, 1Kg, local",Traverso, ,0,Y,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Green coconut,"Green coconut, piece, per Kg","Green coconut, local, 5 fruits, medium, 30vt",Market House, ,0,Y,4.6,4.6,4.1,2.3,2.2,3,3.2,0.8,2.8,3.8,2,2,2,2,2.28,2.28,2.28,2.28,2.28,2.32,2.28,2.31,2.31,2.31,2.09,2.09,1.8,4.3,4.3,2.3,2.3,4.3,2.31,4.36,4.24,4.18,,9.2,2.95,3.62,4.55,3.88,3.36,3.62,,3.8,
217,Pamplemous,"Pamplemous, loose, per Kg","Pamplemous, 1Kg, 120vt for 2 pc,local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,,1,1,1,1,,,
218,Pamplemous,"Pamplemous, loose, per Kg","Pamplemous, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,,1,,,,,,1,,,1,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,
219,Pamplemous,"Pamplemous, loose, per Kg","Pamplemous, 1Kg, local",Chew Store, ,0,N,1,1,1.9,2.4,,,2.715,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Pamplemous,"Pamplemous, loose, per Kg","Pamplemous, local, 5big size, green marcots",Market House, ,0,Y,2.8,2.8,3.1,2.6,2.9,3,3.8,2.4,3,3.2,3.1,3,,,3.29,3.29,3.29,3.29,3.29,3.25,3.29,3.23,3.23,3.23,2.31,2.31,3.2,,,2.6,2.6,,3.23,2.5,,,,3.11,3.16,3.38,,2.36,3.42,3.38,,,
221,Lime,"Limes, loose, per Kg","Lime, local, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,1,1,1,1,1,
222,Lime,"Limes, loose, per Kg","Lime, local, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,,1,1,1,1,1,,,,1,1,,,,,1,,1,1,1,,,,,,,,,1,1,,,1,1,1,1,1,1,,,1,,
223,Lime,"Limes, loose, per Kg","Lime, local, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,,,,,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,,1,
224,Lime,"Limes, loose, per Kg","Lime, local, local, 5plastics, 100vt",Market House, ,0,Y,1.5,1.5,3.6,4.2,2.4,2,6,,2.6,3.6,2,1.8,1.6,1.6,2.36,2.36,2.36,2.36,2.36,2.41,2.36,2.38,2.38,2.38,2.25,2.25,,,,,,,2.38,2.2,,,,2.64,1.25,2.45,4.55,2.42,,2.45,,5.71,
225,"Mandarine, imported","Mandarines, imported, loose, per Kg","Mandarine, 1Kg, imported",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,,,,,1,,,,1,1,1,1,,1,,,,1,1,,,,,,,,,,,,,1,,,,,,,,
226,"Mandarine, imported","Mandarines, imported, loose, per Kg","Mandarine, 1Kg, imported",Au Bon Marche Manples, ,0,Y,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"Mandarine, imported","Mandarines, imported, loose, per Kg","Mandarine, 1Kg, imported",Traverso, ,0,Y,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
228,"Mandarine, local","Mandarines, local, loose, per Kg","Mandarine, local, 5 medium size of 30vt each",Market House, ,0,Y,1.2,1.2,1.5,1.5,,1,1.5,1.2,,,0.5,,,,0.56,0.56,0.56,0.56,0.56,0.53,0.56,0.54,0.54,0.54,,,,,,,,,0.54,0.35,,,,0.61,0.68,,,0.55,0.82,0.82,,,
229,Pineapples,"Pineapples, loose, per Kg","Pineapples, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,1,1,1,,
230,Pineapples,"Pineapples, loose, per Kg","Pineapples, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,
231,Pineapples,"Pineapples, loose, per Kg","Pineapples, 1Kg, local",Traverso, ,0,Y,1,1,,1,1,1,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
232,Pineapples,"Pineapples, loose, per Kg","Pineapples, local, 5 medium size, 200-300vt",Market House, ,0,Y,3.2,3.2,6.2,2.6,2.5,2.5,,,4.2,5.2,2.3,,2,2,2.08,2.08,2.08,2.08,2.08,2.06,2.08,2.07,2.07,2.07,2.38,2.38,4.5,,,6.5,6.5,,2.07,6.5,,,,7.08,,7.18,5.14,1.22,,7.18,,3.32,
237,Yam,"Yam, basket, per Kg","Yam, Basket, local, 5baskets, 1000vt each",Market House, ,0,Y,11,11,18.5,18.3,20,20,16.8,,21.8,21.3,,7,,,17.36,17.36,17.36,17.36,17.36,17.38,17.36,17.36,17.36,17.36,15.13,15.13,20.05,42.5,42.5,25.5,25.5,42.5,17.36,22.9,,20.4,,49.96,32.65,35.25,88.5,32.08,55.02,35.25,,4.42,
238,Island taro,"Island taro, basket, per Kg","Island taro, local, 5bundles, 500-600vt",Market House, ,0,Y,11,9.5,9.1,15.7,12.5,12.5,12.1,11,14.6,14.2,11.8,12,,,12.14,12.14,12.14,12.14,12.14,12.22,12.14,12.16,12.16,12.16,12.84,12.84,20.05,30.3,30.3,20.95,20.95,30.3,12.16,22.27,,9.6,,,6.05,,29.15,5.01,9.29,9.29,,,
239,Manioc,"Manioc (kassava), basket, per Kg","Manioc (kassava), Basket, local,5 baskets, 500-600vt",Market House, ,0,Y,12.3,12.3,22,16.8,19.1,34.2,29,,11.6,14,18.5,20,20.9,20.9,20.12,20.12,20.12,20.12,20.12,19.89,20.12,20.06,20.06,20.06,22.36,22.36,19.1,48.25,48.25,48.25,48.25,48.25,20.06,12.26,40.79,63.66,,42.26,49.25,42.65,83.2,49.08,32.22,42.65,,37.07,
240,Sweet Potato (Kumala),"Sweet potato (kumala), basket, per Kg","Sweet Potato, Basket, local, 5baskets, 500-600vt",Market House, ,0,Y,9.6,9,18.5,15,16.3,26.6,20,18.4,18.4,19.3,,,11,11,15.18,15.18,15.18,15.18,15.18,16,15.18,15.2,15.2,15.2,24.2,24.2,12.7,33.4,33.4,33.4,33.4,33.4,15.2,40.87,37.79,63.66,,51.94,34.71,36.75,30.75,48.52,41.3,36.75,,31.27,
241,Taro (Fiji),"Taro, basket, per Kg","Taro Fiji, Basket, 11Kg, local,5 baskets, 500-600vt",Market House, ,0,Y,9.8,9,16.1,16.1,13.6,13.6,15,13.1,19.6,18.2,16.4,15,21.8,21.8,13.44,13.44,13.44,13.44,13.44,16.2,13.44,13.28,13.28,13.28,9.97,9.97,18.6,,,20.95,20.95,,13.28,4.85,25.9,10.6,,,,9.05,41,25.33,20.04,9.05,,3.14,
242,Potato,"Potatoes, red, loose, per Kg","Red potatoes, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,1,1,1,,1,1,,,1,1,1,1,,1,,,,1,1,1,,,1,1,,,1,,,,,,1,,,,,,,
243,Potato,"Potatoes, red, loose, per Kg","Red potatoes, 1Kg, local",Traverso, ,0,Y,1,1,,1,1,1,1,1,,1,,,1,,1,,,,,,,1,1,1,1,1,1,,,1,1,,1,1,,,,,,,,,,,,,
244,Potato,"Potatoes, red, loose, per Kg","Red potatoes, 1Kg",Au Bon Marche Manples, ,0,Y,1,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
245,Potato,"Potatoes, white, loose, per Kg","White potatoes, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,,,,1,1,1,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,
246,Potato,"Potatoes, white, loose, per Kg","White potatoes, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,
247,Potato,"Potatoes, white, loose, per Kg","White not washed potatoes, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,
248,Potato,"Potatoes, white, loose, per Kg","Sweet white kumala, local, 5 baskets, 500-600vt",Market House, ,0,Y,1,1,12.5,16.8,9.5,19.9,15,17.2,23.2,21.4,16,20,12,12,15.18,15.18,15.18,15.18,15.18,16.88,16.82,16.78,16.78,16.78,13.87,13.87,23.45,,,33.4,33.4,,16.78,20.5,16.33,,,39.58,36.66,,42.56,39.39,28.26,28.26,,,
249,Carrot imported,"Carrots, imported, loose, per Kg","Carrots, 1Kg",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
250,Carrot imported,"Carrots, imported, loose, per Kg","Carrots, 1Kg, imported",Au Bon Marche Manples, ,0,N,1,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,,1,1,1,,,1,,,1,1,,1,1,1,1,1,1,1,1,,1,1,1,,1,
251,Carrot imported,"Carrots, imported, loose, per Kg","Carrots, 1Kg",Traverso, ,0,Y,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,
252,Carrot local,"Carrots, loose, per Kg","Fresh carrots, 1Kg",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,1,1,,,,1,,1,,,,,,1,,1,1,1,1,1,,,,,,,1,1,,1,,,,,,,,,,,
253,Carrot local,"Carrots, loose, per Kg","Fresh carrots, local, 5 bundles, 100vt",Market House, ,0,Y,1,1,,1.1,1.5,1.5,1.3,,2.8,1.9,,1.8,1,1,,,,,,,,,,,,,,0.89,0.89,,,0.89,,,,3.39,,,4.82,2.75,4.5,,3.26,2.75,,,
254,Radish,"Radish, pkt, per Kg","Radish, 1Kg",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,,,,,,,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Radish,"Radish, pkt, per Kg","Radish, Pkt",Au Bon Marche Manples, ,0,Y,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
256,Radish,"Radish, pkt, per Kg","Radish, Pkt",Traverso, ,0,Y,1,1,0.379,1,0.218,0.218,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,0.34,,,,,,
257,Radish,"Radish, pkt, per Kg","Radish, local, 5bundles, 100vt",Market House, ,0,Y,1.1,1.1,,0.5,0.4,0.4,,,,,,,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.23,1.18,,0.34,,1.18,,,
258,Lettuce local,"Lettuce, per Kg","Lettuce, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,0.531,,0.282,0.8,,1,1,1,1,1,1,1,1,1,1,,,,1,1,0.865,,,1,1,,,,0.785,1,,,0.206,1,1,0.25,0.35,1,1,0.138,
259,Lettuce local,"Lettuce, per Kg","Lettuce, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,0.608,0.608,1,,,0.6,0.4,1,1,1,,,,,,1,,,,,1,1,0.86,1.2,1.2,1.2,1.2,1.2,,1,1,1,,,,1,,0.249,0.35,1,,,
260,Lettuce local,"Lettuce, per Kg","Lettuce, 1Kg, local",Traverso, ,0,Y,1,1,1,1,0.158,1,0.206,,,0.2,1,1,,1,0.208,,,,,,,1,1,1,1,1,0.6,,,0.895,0.895,,1,1,1,1,,1,1,0.65,0.75,0.232,0.302,1,,,
261,Lettuce local,"Lettuce, per Kg","Lettuce, local, 5 medium rings, 300-400vt",Market House, ,0,Y,1.5,1.5,4.2,3.2,5.5,5.5,6,4.9,5.4,,1,3,2,2,3.03,3.03,3.03,3.03,3.03,3.2,3.03,3.09,3.09,3.09,,,2.1,23.55,23.55,5.1,5.1,23.55,3.09,1200,,7.04,,1.8,5.7,7.22,2.05,1.88,3.59,7.22,,,6.09
262,Lettuce imported,"Lettuce, imported, per Kg","Lettuce, 1Kg, imported",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,1,,,0.298,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,
263,Lettuce imported,"Lettuce, imported, per Kg","Lettuce, 1Kg, imported",Au Bon Marche Manples, ,0,Y,1,1,,,,,,1,0.234,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
264,Lettuce imported,"Lettuce, imported, per Kg","Lettuce, 1Kg, imported",Traverso, ,0,Y,1,1,0.3066,1,,1,,,0.305,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Tomato imported,"Tomato, loose, per Kg","Tomato, 1Kg, imported",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Tomato local,"Tomato, local, loose, per Kg","Tomato, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,1,1,1,,,,,1,,1,1,1,1,1,1,1,1,,,,,,1,,,1,1,,,,,,,,,,,,,1,,,
267,Tomato imported,"Tomato, loose, per Kg","Tomato, 1Kg, imported, small size",Traverso, ,0,Y,1,1,1,1,1,1,1,,1,,,1,1,1,,1,1,1,1,1,1,,,,,,1,,,1,1,,,1,1,,,1,,,,,,,,,
268,Tomato imported,"Tomato, loose, per Kg","Tomato, local, 10 fruits, big size, 50-60vt",Market House, ,0,Y,2,2.5,2.1,2.1,2.9,2.9,2.1,2.5,1.9,1.9,,2.8,1.9,1.9,,,,,,,,,,,,,4,1.3,1.3,1.3,1.3,1.3,,,,6.15,,2.06,2.56,4.23,4.2,,,4.23,,2.76,3.73
269,Tomato imported,"Tomato, loose, per Kg","Tomato, 1Kg, imported",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,,1,,1,1,1,1,,,
270,Tomato imported,"Tomato, imported, loose, per Kg","Tomato, 1Kg, imported",Au Bon Marche Manples, ,0,Y,1,1,,,,,,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,1,,1,
271,Tomato imported,"Tomato, loose, per Kg","Tomato, 1Kg, imported, big size",Traverso, ,0,Y,1,1,1,1,1,1,,,1,,,1,,,1,,,,,,,,,,,,1,,,1,1,,,1,,1,,,,,,,,,,,
272,Cucumber,"Cucumber, loose, per Kg","Cucumber, 1Kg",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,1,1,,,1,1,,1,1,1,1,,1,,1,1,1,
273,Cucumber,"Cucumber, loose, per Kg","Cucumber, 1Kg",Au Bon Marche Manples, ,0,Y,1,1,,,1,1,1,1,,1,,,,,,1,1,1,1,1,1,,,,,,,1,1,,,1,,,1,,,,1,,,,,,,,
