ItemId,Eas,Specification,LocalDescription,Outlet,Address,CollDay,Active,Dec-08,Mar-09,Jun-09,Sep-09,Dec-09,Mar-10,Jun-10,Sep-10,Dec-10,Mar-11,Jun-11,Sep-11,Dec-11,Mar-12,Jun-12,Sep-12,Dec-12,Mar-13,Jun-13,Sep-13,Dec-13,Mar-14,Jun-14,Sep-14,Dec-14,Mar-15,Jun-15,Sep-15,Dec-15,Mar-16,Jun-16,Sep-16,Dec-16,Mar-17,Jun-17,Sep-17,Dec-17,Mar-18,Jun-18,Sep-18,Dec-18,Mar-19,Jun-19,Sep-19,Dec-19,Mar-20,Jun-20
31,French loaf 30 cm,"French loaf, 30 cm, unsliced","French loaf freshly packed, 30 cm, La Parisienne, 10 loaves",Tebakor Shopping Center, ,0,N,2,2,2,1.999,2,2,2.2,,,,,1.98,1.98,1.89,1.88,1.98,,1.82,1.82,1.82,1.87,,,,,,1.8,1.89,1.8,1.895,1.95,1.895,1.8,1.98,1.96,,,,2.18,,,2.16,2.15,2.15,,,
32,French loaf 30 cm,"French loaf, 30 cm, unsliced","French loaf freshly packed, 30 cm, loaf shack, 10 loaves",Traverso, ,0,Y,2,1.9,1.899,1.988,2.1,2.1,2.2,1.948,1.948,,1.948,1.85,1.85,1.95,1.98,,,,,,,,,,,,1.81,1.87,1.81,2.1,2.1,2.1,1.81,,1.95,2.1,,,2.14,,,2.16,1.14,1.14,,,
33,French loaf 30 cm,"French loaf, 30 cm, unsliced","French loaf freshly packed, 30 cm, Ah Pow, 10 loaves",Au Bon Marche manples, ,0,Y,1.9,2,2.009,2,1.998,1.998,2.1,1.948,1.948,,2.195,2.08,2.08,1.98,1.95,1.79,1.89,,,,,1.76,1.76,1.76,1.71,1.71,1.84,1.98,1.84,1.89,1.89,1.89,1.84,1.88,1.876,1.75,1.89,2.17,2.16,2.16,2.14,2.15,1.16,1.16,2.15,,
34,French loaf 30 cm,"French loaf, 30 cm, unsliced","French loaf freshly packed, 30 cm, Ah Pow, 10 loaves",Chew Store, ,0,Y,2,2,1.899,2,2,2,2.1,2.1,2.1,2.03,1.22,,,1.89,1.87,1.86,1.97,,,,,1.76,1.76,1.76,1.76,1.76,1.896,2.3,1.896,1.95,1.78,1.95,1.896,,,,,,,,,2.16,2.14,2.14,,,
35,English loaf 30 cm,"English loaf, 30 cm, unsliced","English local loaf, 3 loaves",Market House, ,0,Y,2.3,2.3,2.2,2.2,2.2,2.2,0.9,0.9,0.9,,2,2,2,2,2.42,1.98,2.63,2.63,2.63,2.63,2.6,2.8,2.8,2.8,2.8,2.8,1.95,2.2,1.95,1.35,1.6,1.35,1.95,,,1.89,,,,,,,,,,,
36,English loaf 30 cm,"English loaf, 30 cm, unsliced","English local loaf, 3 loaves",Fresh Water III, ,0,Y,2.5,2.5,2.3,2.3,2.1,2.1,2.2,2.13,2.13,,,1.8,1.8,2.4,1.9,1.7,2.1,,,,,2.3,2.3,2.3,2.3,2.3,2.1,2.3,2.1,1.2,1.5,1.2,2.1,,,1.76,,,,,,,,,,,
185,Orange,"Oranges, loose, per Kg","Oranges, 1Kg, Australia",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,,1,1,,
186,Orange,"Oranges, loose, per Kg","Oranges, 1Kg, Australia",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,
187,Orange,"Oranges, loose, per Kg","Oranges RG, 1Kg, Australia",Traverso, ,0,Y,1,1,1,1,1,1,1,1,1,,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,,
188,Orange,"Oranges, loose, per Kg","Oranges, local, 5 medium size",Market House, ,0,Y,1,1.1,1.1,1.7,1.6,1.6,,1.1,1.1,,1,1.89,1.89,2,1.89,,,,,,,,,,,,1.2,,1.2,1.3,1.32,1.3,1.2,1.28,1.2,,,,1.08,2.84,,,1.59,1.34,,,
189,Apple,"Apples, loose, per Kg","Apple, 1Kg, Australia",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
190,Apple,"Apples, loose, per Kg","Apple, 1Kg, Australia",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
191,Apple,"Apples, loose, per Kg","Red Apple, 1Kg, Australia",Traverso, ,0,Y,1,1,1,1,1,1,1,1,1,,1,,,1,,1,1,,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,
192,Kiwi,"Kiwi fruit, loose, per Kg","Kiwi, 1Kg, Australia",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,1,1,,
193,Kiwi,"Kiwi fruit, loose, per Kg","Kiwi, 1Kg, Australia",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,,
194,Kiwi,"Kiwi fruit, loose, per Kg","Kiwi, 1Kg, Australia",Traverso, ,0,Y,1,1,1,1,1,1,1,1,1,,1,,,1,1,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,,,,1,,1,1,1,,
195,Grapes,"Grapes, bunch, per Kg","Grappes, 1Kg, Australia",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,,1,1,1,,,1,1,,1,1,1,,,
196,Grapes,"Grapes, bunch, per Kg","Grappes ""raisin Asrtd, 1Kg, Australia",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,,,,1,1,,,1,,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,,
197,Grapes,"Grapes, bunch, per Kg","Grappes, 1Kg, Australia",Traverso, ,0,Y,1,1,1,1,1,1,,,,,,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,,1,1,,,,1,,,1,1,1,,
198,Pears,"Pears, loose, per Kg","Pears, 1Kg, Australia",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
199,Pears,"Pears, loose, per Kg","Pears, 1Kg, Australia",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,
200,Pears,"Pears, loose, per Kg","Pears, 1Kg, Australia",Traverso, ,0,Y,1,1,1,1,1,1,,1,1,,1,,,1,1,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,,
201,"Banana, eating","Banana, eating, bunch, per Kg","Ripe banana, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,,,,,,,1,1,,,,1,1,1,,,1,,,1,1,1,,1,1,1,1,,
202,"Banana, eating","Banana, eating, bunch, per Kg","Ripe banana, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,,,1,1,1,1,,1,1,1,,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
203,"Banana, eating","Banana, eating, bunch, per Kg","Ripe banana, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1.066,,,,,
204,"Banana, eating","Banana, eating, bunch, per Kg","Ripe banana, local, 5medium size bunch, about 150-200vt",Market House, ,0,Y,2.2,2.6,2.3,2.5,2.4,2.4,2.2,3.2,3.2,5.4,2.1,3.6,3.6,4.4,3.86,2.5,2.68,2.68,2.68,2.68,2.64,2.84,2.84,2.84,2.84,2.84,,,9,10.13,3.2,10.13,9,9.28,11.2,7.06,6.04,6.44,20.62,5.14,10.5,19.45,5.22,4.65,6.13,,
205,Pawpaw,"Pawpaws, loose, per Kg","Pawpaw, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,,,,,,,,1,1,,,,1,1,1,,,,,1,1,,,1,,,,1,,
206,Pawpaw,"Pawpaws, loose, per Kg","Pawpaw, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,1,1,1,,,,1,,,,1,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
207,Pawpaw,"Pawpaws, loose, per Kg","Pawpaw, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,1,,,,1,,,,,1,,1,1,1,1,1,1,1,1,1,1,,1,,,,1,,1,,,,,,,,,,,,
208,Pawpaw,"Pawpaws, loose, per Kg","Pawpaw, local, 5 medium size, yellow, 100-150vt",Market House, ,0,Y,2.1,2.3,2.3,2.7,2.1,2.1,3.8,2.1,2.1,4,2,2.8,2.8,4.4,2.76,2.15,2.36,2.36,2.36,2.36,2.38,2.58,2.58,2.58,2.58,2.58,,,7.5,8.16,2.5,8.16,7.5,6.74,7.5,5.47,5.94,5.65,5.9,3.96,5.8,5.94,5.84,3.54,8.33,,
209,Rock melon,"Rock melon, loose, per Kg","Rock melon, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,1,1,1,1,1,1,,,,,,,1,,
210,Rock melon,"Rock melon, loose, per Kg","Rock melon, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,,,,,,,,,
211,Rock melon,"Rock melon, loose, per Kg","Rock melon, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,,,1,,1,,,,1,,,,,,,,
212,Rock melon,"Rock melon, loose, per Kg","Water melon, local, 5 medium size, red, 500-600vt",Market House, ,0,Y,1,1,,1,1,1,,,,1,,13,13,13,,,15,15,15,15,15,15.2,15.2,15.2,15.2,15.2,1,6.9,1,41,1,41,1,15.4,1,,28.36,6.15,,12.01,22.21,28.36,34,34,30,,
213,Green coconut,"Green coconut, piece, per Kg","Green coconut, 1pc, local",Au Bon Marche Nambatu, ,0,Y,1,1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,0.458,,,,,,,,,,,,
214,Green coconut,"Green coconut, piece, per Kg","Green coconut, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,0.465,1,,,,,,,,,,,,,,,
215,Green coconut,"Green coconut, piece, per Kg","Green coconut, 1Kg, local",Traverso, ,0,Y,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,
216,Green coconut,"Green coconut, piece, per Kg","Green coconut, local, 5 fruits, medium, 30vt",Market House, ,0,Y,7.3,4.6,4.1,3.3,3.2,3.2,4.8,2.1,2.1,3.6,3.6,2,2,2,2.32,2.08,2.4,2.4,2.4,2.4,2.5,2.7,2.7,2.7,2.7,2.7,,3.75,,8.29,0.7,8.29,,4.37,4.33,4.33,3.92,4.05,3.84,4.65,3.31,3.92,4.06,3.87,2.5,,
217,Pamplemous,"Pamplemous, loose, per Kg","Pamplemous, 1Kg, 120vt for 2 pc,local",Au Bon Marche Nambatu, ,0,Y,0.6,1,1,1,1,1,1,1,1,,,1,1,,,1,1,,,,,,,,1,1,1,,1,,1,,1,1,1,1,,,1,1,,,1,1,1,,
218,Pamplemous,"Pamplemous, loose, per Kg","Pamplemous, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,,,1,,,,1,,,,,1,1,,,,,,,,,,1,,1,1.2,1,1.2,1,,,,,,,,,,,1,,,
219,Pamplemous,"Pamplemous, loose, per Kg","Pamplemous, 1Kg, local",Chew Store, ,0,N,1,1,2.1,2.1,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
220,Pamplemous,"Pamplemous, loose, per Kg","Pamplemous, local, 5big size, green marcots",Market House, ,0,Y,2.8,2.8,2.9,2.9,2.8,2.8,5.8,3,3,3.4,2.5,3.1,3.1,,3.05,2.19,2.35,2.35,2.35,2.35,2.32,2.52,2.52,2.52,2.52,2.52,1.5,,1.5,,1.8,,1.5,5.83,,,,1.51,2.63,3.11,3.93,2.59,3.3,2.89,,,
221,Lime,"Limes, loose, per Kg","Lime, local, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,,,,1,1,1,,1,1,,1,1,1,,1,1,1,1,1,,1,1,1,,,
222,Lime,"Limes, loose, per Kg","Lime, local, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,,,,1,1,1,,,,1,1,1,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,1,1,1,,1,,,
223,Lime,"Limes, loose, per Kg","Lime, local, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,1,1,1,1,1,1,1,1,,1,,1,,,
224,Lime,"Limes, loose, per Kg","Lime, local, local, 5plastics, 100vt",Market House, ,0,Y,1.5,1.5,2.3,2.1,2,2,3.5,3.1,3.1,4.6,2.5,,,6.6,2.35,1,2,2,2,2,2,2.2,2.2,2.2,2.2,2.2,,,,2.2,1.2,2.2,,4.73,0.89,,,1.75,,3.28,2.37,5.78,2.58,2.36,5.05,,
225,"Mandarine, imported","Mandarines, imported, loose, per Kg","Mandarine, 1Kg, imported",Au Bon Marche Nambatu, ,0,Y,1.2,1,1,1,1,1,1,,,,,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,,1,,,,,,,,,,,,
226,"Mandarine, imported","Mandarines, imported, loose, per Kg","Mandarine, 1Kg, imported",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,,,,,1,,,
227,"Mandarine, imported","Mandarines, imported, loose, per Kg","Mandarine, 1Kg, imported",Traverso, ,0,Y,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
228,"Mandarine, local","Mandarines, local, loose, per Kg","Mandarine, local, 5 medium size of 30vt each",Market House, ,0,Y,1.2,1.2,1.9,1.6,1.4,1.4,3.2,0.9,0.9,,0.5,,,,0.72,,,,,,,,,,,,,,,,,,,0.51,,,,,,1.48,1.06,,1.67,0.64,,,
229,Pineapples,"Pineapples, loose, per Kg","Pineapples, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,1,1,,1,,,,,,1,,,
230,Pineapples,"Pineapples, loose, per Kg","Pineapples, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,,,,,,,,
231,Pineapples,"Pineapples, loose, per Kg","Pineapples, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,,,,0.618,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,,,,,,1,,,
232,Pineapples,"Pineapples, loose, per Kg","Pineapples, local, 5 medium size, 200-300vt",Market House, ,0,Y,3.2,3.2,4.2,4.2,4.1,4.1,3.1,6,6,3.2,,,,3.6,3.6,,4.6,4.6,4.6,4.6,4.8,5,5,5,5,5,,,8.5,,2.8,,8.5,,,,,10.69,5.43,8.45,7.9,5.44,4,5.3,,,
237,Yam,"Yam, basket, per Kg","Yam, Basket, local, 5baskets, 1000vt each",Market House, ,0,Y,11,11,22.3,17.5,18.3,18.3,27.1,24.9,24.9,,19.5,14,14,14,16.34,20,19.6,19.6,19.6,19.6,18.6,18.8,18.8,18.8,18.8,18.8,25.5,17.4,25.5,,38.7,,25.5,34.7,37.1,18.56,50.7,54.22,30.25,52.79,40.11,50.7,41.64,34.6,45.04,,
238,Island taro,"Island taro, basket, per Kg","Island taro, local, 5bundles, 500-600vt",Market House, ,0,Y,11,9.5,12.4,11.5,11.5,11.5,20.3,13,13,13,12,14.7,14.7,11,15.06,10.1,16.5,16.5,16.5,16.5,17.4,17.6,17.6,17.6,17.6,17.6,16.5,19.2,16.5,3.83,23.8,3.83,16.5,17.92,12.1,21.53,20.11,32.2,,8.9,14.62,20.11,33.81,28.93,54.68,,
239,Manioc,"Manioc (kassava), basket, per Kg","Manioc (kassava), Basket, local,5 baskets, 500-600vt",Market House, ,0,Y,12.3,12.3,18.3,12.2,12.4,12.4,26.2,17.1,17.1,17,29,16,16,21,25.16,18,19.6,19.6,19.6,19.6,19.2,19.4,19.4,19.4,19.4,19.4,15.65,47.35,18,39.32,38.2,39.32,18,59.31,6.1,53,58.93,57.18,49.4,41.22,58.01,58.93,53.2,38.84,22.45,,
240,Sweet Potato (Kumala),"Sweet potato (kumala), basket, per Kg","Sweet Potato, Basket, local, 5baskets, 500-600vt",Market House, ,0,Y,13,10,14.5,13.5,13.4,13.4,18.4,19.5,19.5,19,28,,,9,21.76,17.9,18.9,18.9,18.9,18.9,18.2,18.4,18.4,18.4,18.4,18.4,18.5,30.6,18.5,36.61,38.2,36.61,18.5,49.74,40.48,25.58,30.63,38.45,2200,40.92,36.75,30.63,39.02,36.8,32.54,,
241,Taro (Fiji),"Taro, basket, per Kg","Taro Fiji, Basket, 11Kg, local,5 baskets, 500-600vt",Market House, ,0,Y,12,10,22,19.2,18.5,18.5,17.2,18,18,20,24,17,17,18,14.66,18.2,17.3,17.3,17.3,17.3,17.9,18.1,18.1,18.1,18.1,18.1,18.5,4.5,18.5,10.26,,10.26,18.5,11.13,34.65,37.99,31.01,28.92,31.53,29.4,23.67,31.01,4.86,24.98,28.05,,
242,Potato,"Potatoes, red, loose, per Kg","Red potatoes, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,,,,1,1,1,,,1,1,1,,,,1,,,,,,
243,Potato,"Potatoes, red, loose, per Kg","Red potatoes, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,1,1,1,,1,1,1,,,,1,,,,,,,,1,1,1,,1,1,1,1,1,,,,,,,,,,,1,,,
244,Potato,"Potatoes, red, loose, per Kg","Red potatoes, 1Kg",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,,,,,,,,,,,,,,
245,Potato,"Potatoes, white, loose, per Kg","White potatoes, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,,
246,Potato,"Potatoes, white, loose, per Kg","White potatoes, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,
247,Potato,"Potatoes, white, loose, per Kg","White not washed potatoes, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,1,1,1,1,1,1,1,,
248,Potato,"Potatoes, white, loose, per Kg","Sweet white kumala, local, 5 baskets, 500-600vt",Market House, ,0,Y,1,1,20.5,21,19.3,19.3,18.2,17,17,17,22,14,14,12,22,15,16.3,16.3,16.3,16.3,16.8,17,17,17,17,17,12.56,12.9,12.56,36.61,29.5,36.61,12.56,,,25.02,,,44.05,44.57,43.59,23.67,40.73,33.35,,,
249,Carrot imported,"Carrots, imported, loose, per Kg","Carrots, 1Kg",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
250,Carrot imported,"Carrots, imported, loose, per Kg","Carrots, 1Kg, imported",Au Bon Marche Manples, ,0,N,1,1,1,1,1,1,,1,1,1,,,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,
251,Carrot imported,"Carrots, imported, loose, per Kg","Carrots, 1Kg",Traverso, ,0,Y,1,1,1,1,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,,1,1,1,,
252,Carrot local,"Carrots, loose, per Kg","Fresh carrots, 1Kg",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,1,,,1,1,,,,,,,1,1,1,1,,,,,,1,,1,1,1,1,1,,1,1,,,,,,,,,,,
253,Carrot local,"Carrots, loose, per Kg","Fresh carrots, local, 5 bundles, 100vt",Market House, ,0,Y,1,1,1.1,1.1,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,1.2,,3.15,,3.15,,,,2.3,2.99,2.67,,2.63,2.98,2.99,3.01,2.13,5.37,,
254,Radish,"Radish, pkt, per Kg","Radish, 1Kg",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,,,,0.234,0.234,,,1,1,,,,1,,,,,,,,,,1,,1,0.895,1,0.895,1,,,,,,,,,,0.404,0.404,0.856,,
255,Radish,"Radish, pkt, per Kg","Radish, Pkt",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
256,Radish,"Radish, pkt, per Kg","Radish, Pkt",Traverso, ,0,Y,1,1,1,1,1,1,0.27,0.48,0.48,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,0.47,0.268,,,
257,Radish,"Radish, pkt, per Kg","Radish, local, 5bundles, 100vt",Market House, ,0,Y,1.1,1.1,1,1.5,1.1,1.1,,,,,,,,1.6,,2.73,3.1,3.1,3.1,3.1,2.9,3.1,3.1,3.1,3.1,3.1,0.25,,0.25,,,,0.25,,,,,,,,1.23,,1.42,1.79,,,
258,Lettuce local,"Lettuce, per Kg","Lettuce, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,,,,,0.178,0.178,,0.454,1,1,1,1,0.194,0.265,1,1,1,1,1,1,1,1,1,1,1,1,,0.785,,1,,1,1,,,,1,1,0.116,0.182,0.284,0.362,,
259,Lettuce local,"Lettuce, per Kg","Lettuce, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,,,1,,,,0.89,0.8234,0.8234,,1,,0.239,,,,,,,,1,1,0.896,1,0.896,0.895,0.875,0.895,0.896,,1,,,,,1,1,,,0.26,1,,
260,Lettuce local,"Lettuce, per Kg","Lettuce, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,1,0.476,0.476,0.292,,,,,1,0.246,220,0.262,0.262,0.262,0.262,0.264,0.264,0.264,0.264,0.264,0.653,0.89,0.653,,,,0.653,,1.68,1,,1,,1,0.65,0.233,0.18,0.22,0.36,,
261,Lettuce local,"Lettuce, per Kg","Lettuce, local, 5 medium rings, 300-400vt",Market House, ,0,Y,4.6,4.6,4.6,3.2,3.2,3.2,,3.6,3.6,3.6,,3.6,3.6,,,0.35,0.29,0.29,0.29,0.29,0.29,0.49,0.49,0.49,0.49,0.49,3.5,4.3,3.5,4.5,4.1,4.5,3.5,,3.45,7.43,5.83,1.81,,5.57,4.95,,3.09,5.81,5.94,,
262,Lettuce imported,"Lettuce, imported, per Kg","Lettuce, 1Kg, imported",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,1,,,,1,1,,,,0.28,,1,,,,,
263,Lettuce imported,"Lettuce, imported, per Kg","Lettuce, 1Kg, imported",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,,0.222,0.222,,0.821,,,,,,,,,,,,,,1,1,0.75,,0.75,1,0.89,1,0.75,,1,1,,,,,,1,,,,,
