ItemId,Eas,Specification,LocalDescription,Outlet,Address,CollDay,Active,Dec-08,Mar-09,Jun-09,Sep-09,Dec-09,Mar-10,Jun-10,Sep-10,Dec-10,Mar-11,Jun-11,Sep-11,Dec-11,Mar-12,Jun-12,Sep-12,Dec-12,Mar-13,Jun-13,Sep-13,Dec-13,Mar-14,Jun-14,Sep-14,Dec-14,Mar-15,Jun-15,Sep-15,Dec-15,Mar-16,Jun-16,Sep-16,Dec-16,Mar-17,Jun-17,Sep-17,Dec-17,Mar-18,Jun-18,Sep-18,Dec-18,Mar-19,Jun-19,Sep-19,Dec-19,Mar-20,Jun-20
192,Kiwi,"Kiwi fruit, loose, per Kg","Kiwi, 1Kg, Australia",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,,,1,,,1,,
193,Kiwi,"Kiwi fruit, loose, per Kg","Kiwi, 1Kg, Australia",Au Bon Marche Manples, ,0,Y,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,1,1,1,1,1,1,,,1,,1,1,,
194,Kiwi,"Kiwi fruit, loose, per Kg","Kiwi, 1Kg, Australia",Traverso, ,0,Y,1,1,1,1,1,1,1,,,,,,,,1,1,1,,,,,,,,,,1,1,,,,,,,,,1,1,,1,1,,1,1,1,,
195,Grapes,"Grapes, bunch, per Kg","Grappes, 1Kg, Australia",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
196,Grapes,"Grapes, bunch, per Kg","Grappes ""raisin Asrtd, 1Kg, Australia",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,1,,,1,1,,1,1,,1,1,,,,,,,,,,1,1,,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,
197,Grapes,"Grapes, bunch, per Kg","Grappes, 1Kg, Australia",Traverso, ,0,Y,1,1,1,1,1,1,1,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,1,,
198,Pears,"Pears, loose, per Kg","Pears, 1Kg, Australia",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
199,Pears,"Pears, loose, per Kg","Pears, 1Kg, Australia",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,1,1,1,,,,,1,,,,,,,,,,,,,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,,
200,Pears,"Pears, loose, per Kg","Pears, 1Kg, Australia",Traverso, ,0,Y,1,1,1,1,,1,1,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,1,1,1,,1,1,,,,1,1,
201,"Banana, eating","Banana, eating, bunch, per Kg","Ripe banana, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,,
202,"Banana, eating","Banana, eating, bunch, per Kg","Ripe banana, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,1,1,1,1,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"Banana, eating","Banana, eating, bunch, per Kg","Ripe banana, 1Kg, local",Traverso, ,0,Y,1,1,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"Banana, eating","Banana, eating, bunch, per Kg","Ripe banana, local, 5medium size bunch, about 150-200vt",Market House, ,0,Y,1.9,1,4.2,5.2,5,5.4,1.2,4,4,4.2,4.2,,4.2,5.22,,2.64,2.64,3.32,3.32,3.32,2.98,3.1,3.1,3.1,3.1,3.1,,,3.1,,,3.1,,,,2.24,6.44,19.45,4.36,10.5,9.57,6.44,5.46,8.47,,5.94,
205,Pawpaw,"Pawpaws, loose, per Kg","Pawpaw, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,,1,,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,,1,1,,,1,1,1,1,
206,Pawpaw,"Pawpaws, loose, per Kg","Pawpaw, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Pawpaw,"Pawpaws, loose, per Kg","Pawpaw, 1Kg, local",Traverso, ,0,Y,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,1,,,,,,,,1,,
208,Pawpaw,"Pawpaws, loose, per Kg","Pawpaw, local, 5 medium size, yellow, 100-150vt",Market House, ,0,Y,1.7,1,1.2,1.5,3.4,4.2,4.9,,,4.5,4.5,,4.5,2.54,2.9,2.19,2.19,2.22,2.22,2.22,2.05,2.1,2.1,2.1,2.1,2.1,,,2.1,11.21,11.21,2.1,11.21,11.21,11.21,,6.44,5.94,6.12,5.8,5.56,5.65,4,5.1,,9.08,
209,Rock melon,"Rock melon, loose, per Kg","Rock melon, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,1,
210,Rock melon,"Rock melon, loose, per Kg","Rock melon, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,1,1,,1,1,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
211,Rock melon,"Rock melon, loose, per Kg","Rock melon, 1Kg, local",Traverso, ,0,Y,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
212,Rock melon,"Rock melon, loose, per Kg","Water melon, local, 5 medium size, red, 500-600vt",Market House, ,0,Y,1,1,,1,,14.3,,,,5,5,,5,,,,,11,11,11,21,18,18,18,18,18,,25.6,18,31,31,18,31,31,31,34.1,6.15,28.36,23.7,22.21,,6.15,26.4,44.5,,,
213,Green coconut,"Green coconut, piece, per Kg","Green coconut, 1pc, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.758,,
214,Green coconut,"Green coconut, piece, per Kg","Green coconut, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Green coconut,"Green coconut, piece, per Kg","Green coconut, 1Kg, local",Traverso, ,0,Y,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Green coconut,"Green coconut, piece, per Kg","Green coconut, local, 5 fruits, medium, 30vt",Market House, ,0,Y,6.9,1,4.1,4.3,2.4,2.1,3.6,2.6,2.6,3,3,,3,2.13,2.3,2.18,2.18,1.5,1.5,1.5,1.8,1.5,1.5,1.5,1.5,1.5,,4.3,1.5,4.24,4.24,1.5,4.24,4.24,4.24,4.15,4.05,3.92,4.63,3.31,3.85,1.05,3.34,3.74,,,
217,Pamplemous,"Pamplemous, loose, per Kg","Pamplemous, 1Kg, 120vt for 2 pc,local",Au Bon Marche Nambatu, ,0,Y,1.5,1,1,1,,1,1,1,1,,,,,1,1,1,1,,,,,,,,,,1,,,,,,,,,1,,1,1,1,,1,1,1,,,
218,Pamplemous,"Pamplemous, loose, per Kg","Pamplemous, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,1,1,,,,,,,,,,,,
219,Pamplemous,"Pamplemous, loose, per Kg","Pamplemous, 1Kg, local",Chew Store, ,0,N,1,1,1.5,,1,1,3.4,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Pamplemous,"Pamplemous, loose, per Kg","Pamplemous, local, 5big size, green marcots",Market House, ,0,Y,2.8,2.8,2.3,2.8,,,3.4,2.4,2.4,,,,,,2.82,2.46,2.46,3.22,3.22,3.22,3.15,3.12,3.12,3.12,3.12,3.12,,,3.12,,,3.12,,,,,1.51,2.59,3.09,3.93,3.45,1.51,3.15,3.12,,,
221,Lime,"Limes, loose, per Kg","Lime, local, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,1,,,1,1,
222,Lime,"Limes, loose, per Kg","Lime, local, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,,,,,,1,1,1,1,1,1,1,,,
223,Lime,"Limes, loose, per Kg","Lime, local, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,1,,,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
224,Lime,"Limes, loose, per Kg","Lime, local, local, 5plastics, 100vt",Market House, ,0,Y,1,1,2.9,3.6,2.6,2.8,3,2.9,2.9,2.2,2.2,,2.2,2.2,2.4,1.64,1.64,2.76,2.76,2.76,2.79,2.78,2.78,2.78,2.78,2.78,,,2.78,,,2.78,,,,,1.75,5.78,3.51,2.37,2.36,1.75,3.81,1.3,,,
225,"Mandarine, imported","Mandarines, imported, loose, per Kg","Mandarine, 1Kg, imported",Au Bon Marche Nambatu, ,0,Y,1.1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
226,"Mandarine, imported","Mandarines, imported, loose, per Kg","Mandarine, 1Kg, imported",Au Bon Marche Manples, ,0,Y,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"Mandarine, imported","Mandarines, imported, loose, per Kg","Mandarine, 1Kg, imported",Traverso, ,0,Y,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
228,"Mandarine, local","Mandarines, local, loose, per Kg","Mandarine, local, 5 medium size of 30vt each",Market House, ,0,Y,1,1,1.2,1.2,,,3.3,1.1,1.1,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.88,1.06,,,0.82,0.82,,,
229,Pineapples,"Pineapples, loose, per Kg","Pineapples, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,,,1,,,,,,1,
230,Pineapples,"Pineapples, loose, per Kg","Pineapples, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,1,1,,,,,,,,,,,,
231,Pineapples,"Pineapples, loose, per Kg","Pineapples, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Pineapples,"Pineapples, loose, per Kg","Pineapples, local, 5 medium size, 200-300vt",Market House, ,0,Y,1,1,2.1,2.7,2.3,2.6,5.2,,,,,,,2.62,2.62,,,1.73,1.73,1.73,2.56,2.49,2.49,2.49,2.49,2.49,,,2.49,,,2.49,,,,,10.69,5.44,5.21,7.9,,10.69,6.52,5.65,,,
237,Yam,"Yam, basket, per Kg","Yam, Basket, local, 5baskets, 1000vt each",Market House, ,0,Y,11,11,21.1,19.5,25.8,31.7,26.5,,,27,27,,27,21.2,17,,,16.42,16.42,16.42,15.58,16.02,16.02,16.02,16.02,16.02,,6.7,16.02,,,16.02,,,,14.86,54.22,50.7,45.53,40.11,41.65,54.22,32.52,35.51,,,
238,Island taro,"Island taro, basket, per Kg","Island taro, local, 5bundles, 500-600vt",Market House, ,0,Y,10.2,10,20.9,23.2,11.2,14.3,18.6,12.4,12.4,13,13,,13,11.58,16,10.9,10.9,10.038,10.038,10.038,11.05,11.09,11.09,11.09,11.09,11.09,14.85,23.9,11.09,,,11.09,,,,11.41,32.2,20.11,,14.62,20.47,32.2,28.37,28.37,,7.58,
239,Manioc,"Manioc (kassava), basket, per Kg","Manioc (kassava), Basket, local,5 baskets, 500-600vt",Market House, ,0,Y,12.3,12.3,19.7,19.1,19.7,23.6,26.5,23.2,23.2,20,20,,20,19.14,25,18.24,18.24,20.62,20.62,20.62,19.17,19.12,19.12,19.12,19.12,19.12,25.6,9.07,19.12,40.79,40.79,19.12,40.79,40.79,40.79,53.33,57.18,58.93,50.51,58.01,57.14,57.18,58.46,42.13,,46.59,
240,Sweet Potato (Kumala),"Sweet potato (kumala), basket, per Kg","Sweet Potato, Basket, local, 5baskets, 500-600vt",Market House, ,0,Y,9.4,10,21.5,19.5,24.2,21.7,18.1,19.8,19.8,20,20,,20,20,20.91,18.28,18.28,19.32,19.32,19.32,19.08,19.01,19.01,19.01,19.01,19.01,15.8,35.99,19.01,37.79,37.79,19.01,37.79,37.79,37.79,31.5,38.45,30.63,34.71,36.75,36.82,38.45,40.96,32.1,,36.99,
241,Taro (Fiji),"Taro, basket, per Kg","Taro Fiji, Basket, 11Kg, local,5 baskets, 500-600vt",Market House, ,0,Y,9.9,10,22,22.2,13.8,16.3,18.1,16.6,16.6,17,17,,17,,14,17.9,17.9,,,,,,,,,,13.5,,,25.9,25.9,,25.9,25.9,25.9,30.77,28.92,31.01,13.15,23.67,30.95,28.92,30.04,28.78,,,
242,Potato,"Potatoes, red, loose, per Kg","Red potatoes, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,1,1,,
243,Potato,"Potatoes, red, loose, per Kg","Red potatoes, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Potato,"Potatoes, red, loose, per Kg","Red potatoes, 1Kg",Au Bon Marche Manples, ,0,Y,1,1,1,1,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
245,Potato,"Potatoes, white, loose, per Kg","White potatoes, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
246,Potato,"Potatoes, white, loose, per Kg","White potatoes, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
247,Potato,"Potatoes, white, loose, per Kg","White not washed potatoes, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,
248,Potato,"Potatoes, white, loose, per Kg","Sweet white kumala, local, 5 baskets, 500-600vt",Market House, ,0,Y,1,1,22.5,21.8,16,19.2,18.1,15.8,15.8,21,21,,21,25.4,20,14.52,14.52,18.16,18.16,18.16,18.26,17.5,17.5,17.5,17.5,17.5,12.6,,17.5,16.33,16.33,17.5,16.33,16.33,16.33,,,,36.66,43.59,42.56,29.4,42.5,42.5,,,
249,Carrot imported,"Carrots, imported, loose, per Kg","Carrots, 1Kg",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
250,Carrot imported,"Carrots, imported, loose, per Kg","Carrots, 1Kg, imported",Au Bon Marche Manples, ,0,N,1,1,,,1,,,1,1,1,1,,1,1,,,,,,,,,,,,,1,1,,1,1,,1,1,1,1,,1,1,,,1,1,1,1,1,
251,Carrot imported,"Carrots, imported, loose, per Kg","Carrots, 1Kg",Traverso, ,0,Y,1,1,1,1,1,1,1,1,1,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,
252,Carrot local,"Carrots, loose, per Kg","Fresh carrots, 1Kg",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,
253,Carrot local,"Carrots, loose, per Kg","Fresh carrots, local, 5 bundles, 100vt",Market House, ,0,Y,1,1,1.7,1.1,1.4,1.4,1.9,2.2,2.2,,,,,,,,,,,,,,,,,,,2.19,,,,,,,,3.09,2.67,2.99,4.82,2.98,2.82,2.67,,,,,
254,Radish,"Radish, pkt, per Kg","Radish, 1Kg",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Radish,"Radish, pkt, per Kg","Radish, Pkt",Au Bon Marche Manples, ,0,Y,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Radish,"Radish, pkt, per Kg","Radish, Pkt",Traverso, ,0,Y,1,1,1,1,,1,0.27,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,1,0.34,0.34,,,0.348,1,,
257,Radish,"Radish, pkt, per Kg","Radish, local, 5bundles, 100vt",Market House, ,0,Y,1,1,1.5,1.1,,,,,,,,,,,,2.82,2.82,,,,,,,,,,,,,,,,,,,,,,,1.23,1.25,,0.87,0.87,,,
258,Lettuce local,"Lettuce, per Kg","Lettuce, 1Kg, local",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,0.3,0.3,,0.3,1,0.256,,,0.236,0.236,0.236,0.236,0.223,0.223,0.223,0.223,0.223,0.18,1,0.223,0.785,0.785,0.223,0.785,0.785,0.785,1,,,,1,0.116,0.248,0.164,1,1,1,
259,Lettuce local,"Lettuce, per Kg","Lettuce, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,,,1,1,,0.368,0.368,0.6,0.6,,0.6,1,,,,,,,,,,,,,0.25,1,,1,1,,1,1,1,,1,,,,,0.248,0.132,1,1,,
260,Lettuce local,"Lettuce, per Kg","Lettuce, 1Kg, local",Traverso, ,0,Y,1,1,1,1,1,1,1,0.524,0.524,,,,,1,0.196,0.212,0.212,0.234,0.234,0.234,0.234,0.31,0.31,0.31,0.31,0.31,,,0.31,1,1,0.31,1,1,1,1,1,,1,0.75,0.75,0.236,0.156,1,1,1,
261,Lettuce local,"Lettuce, per Kg","Lettuce, local, 5 medium rings, 300-400vt",Market House, ,0,Y,1.5,1.5,4.2,4.5,4.6,4.7,,3.4,3.4,3.6,3.6,,3.6,,,0.26,0.26,2.97,2.97,2.97,2.57,2.47,2.47,2.47,2.47,2.47,3.5,7.44,2.47,,,2.47,,,,7.67,1.81,,7.7,4.95,2500,1.81,3.32,6.01,,,
262,Lettuce imported,"Lettuce, imported, per Kg","Lettuce, 1Kg, imported",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,,,,,,
263,Lettuce imported,"Lettuce, imported, per Kg","Lettuce, 1Kg, imported",Au Bon Marche Manples, ,0,Y,1,1,,,,,,0.61,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,
264,Lettuce imported,"Lettuce, imported, per Kg","Lettuce, 1Kg, imported",Traverso, ,0,Y,1,1,1,1,,,1,,,,,,,1,,,,,,,,,,,,,0.234,0.3,,,,,,,,,,,,,,,,,,,
265,Tomato imported,"Tomato, loose, per Kg","Tomato, 1Kg, imported",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Tomato local,"Tomato, local, loose, per Kg","Tomato, 1Kg, local",Au Bon Marche Manples, ,0,Y,1,1,1,1,1,1,,1,1,1,1,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,1,,
267,Tomato imported,"Tomato, loose, per Kg","Tomato, 1Kg, imported, small size",Traverso, ,0,Y,1,1,,1,1,,,1,1,1,1,,1,,,,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,,,,,,,1,,,
268,Tomato imported,"Tomato, loose, per Kg","Tomato, local, 10 fruits, big size, 50-60vt",Market House, ,0,Y,2.14,1,2.3,2.9,1.2,1.8,,3,3,,,,,,,1.2,1.2,,,,,,,,,,1.2,1.01,,,,,,,,5.21,5.07,,,4.45,4.43,5.07,2.83,3.74,,3.77,
269,Tomato imported,"Tomato, loose, per Kg","Tomato, 1Kg, imported",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,
270,Tomato imported,"Tomato, imported, loose, per Kg","Tomato, 1Kg, imported",Au Bon Marche Manples, ,0,Y,1,1,1,1,,1,1,,,1,1,,1,1,1,,,,,,,,,,,,1,,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,,,
271,Tomato imported,"Tomato, loose, per Kg","Tomato, 1Kg, imported, big size",Traverso, ,0,Y,1,1,,1,,1,,1,1,,,,,1,1,1,1,,,,,,,,,,1,1,,,,,,,,1,,,1,,,,1,1,,,
272,Cucumber,"Cucumber, loose, per Kg","Cucumber, 1Kg",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,1,1,1,1,1,,,,1,,,1,1,,
273,Cucumber,"Cucumber, loose, per Kg","Cucumber, 1Kg",Au Bon Marche Manples, ,0,Y,1,1,,,,1,,,,1,1,,1,1,,1,1,,,,,,,,,,1,1,,1,1,,1,1,1,,,,,,,,,,,,
274,Cucumber,"Cucumber, loose, per Kg","Cucumber, 1Kg",Traverso, ,0,Y,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,1,1,
275,Cucumber,"Cucumber, loose, per Kg","Cucumber, local,5medium size, 100vt each",Market House, ,0,Y,1.8,1,1.9,1.8,1,1.4,,1.1,1.1,3.6,3.6,,3.6,3.6,1,1.74,1.74,1.05,1.05,1.05,1.09,1.2,1.2,1.2,1.2,1.2,1.2,6.6,1.2,,,1.2,,,,4.02,2.19,2.07,2,1.72,1.96,2.19,2.17,2.25,,0.49,
